year,month,date,hour,tweet,pos or neg,logistic regression
2019,05,05,21,Despite the tremendous success that I have had as President including perhaps the greatest ECONOMY and most successful first two years of any President in history they have stollen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back.....,0.0,[[0.49966509]]
2019,05,05,20,RT @GOPChairwoman: Our economy:*263000 jobs in April beating expectations.*5.4M jobs created since @realDonaldTrump took office.*Un…,1.0,[[0.51966689]]
2019,05,05,16,For 10 months China has been paying Tariffs to the USA of 25% on 50 Billion Dollars of High Tech and 10% on 200 Billion Dollars of other goods. These payments are partially responsible for our great economic results. The 10% will go up to 25% on Friday. 325 Billions Dollars....,1.0,[[0.5824687]]
2019,05,05,16,....of additional goods sent to us by China remain untaxed but will be shortly at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost mostly borne by China. The Trade Deal with China continues but too slowly as they attempt to renegotiate. No!,1.0,[[0.55141921]]
2019,05,05,3,RT @mike_pence: Congratulations to @derekbrownutah on becoming Chairman of the @UtahGOP! Utah’s economy is on FIRE thanks to the leadership…,1.0,[[0.63025993]]
2019,05,05,1,RT @DailyCaller: CNN’s Tapper: Is Trump Not Getting Enough Credit For The Economy? https://t.co/zTWeMmZKF8,1.0,[[0.50126159]]
2019,05,05,1,RT @DailyCaller: April Jobs Report: 263000 Jobs Added Unemployment At 3.6 Percent https://t.co/ham2RwREKA,1.0,[[0.51804968]]
2019,05,04,17,RT @IvankaTrump: The last time the unemployment rate was this low we were about to land for the first time on the moon! Happy April #Jobs…,1.0,[[0.55414259]]
2019,05,04,13,RT @WhiteHouse: We're killing it on the economy! 🔥 https://t.co/hme0eihP9c,1.0,[[0.50025675]]
2019,05,04,13,Anything in this very interesting world is possible but I believe that Kim Jong Un fully realizes the great economic potential of North Korea &amp; will do nothing to interfere or end it. He also knows that I am with him &amp; does not want to break his promise to me. Deal will happen!,1.0,[[0.51390419]]
2019,05,03,17,....We discussed Trade Venezuela Ukraine North Korea Nuclear Arms Control and even the “Russian Hoax.” Very productive talk!,0.0,[[0.4875798]]
2019,05,03,15,“The U.S. Created 263000 Jobs in April Unemployment Fell to Lowest Level Since 1969” https://t.co/TtQy5yJDku,0.0,[[0.49948099]]
2019,05,03,13,JOBS JOBS JOBS!“Jobs surge in April unemployment rate falls to the lowest since 1969” https://t.co/4DGpumMISf,1.0,[[0.52075206]]
2019,05,03,12,RT @WhiteHouse: President @realDonaldTrump is fixing American trade to bring our steel and manufacturing jobs back HOME!https://t.co/PjD6…,0.0,[[0.49905321]]
2019,05,02,21,Congrats to @U_S_Steel for investing $1+ BILLION in America's most INNOVATIVE steel mill. 232 Tariffs make Pennsylvania and USA more prosperous/secure by bringing Steel and Aluminum industries BACK. Tariffs are working. Pittsburgh is again The Steel City. USA Economy is BOOMING! https://t.co/XPXjxli6uc,1.0,[[0.5049348]]
2019,05,02,16,....and deregulation which have produced non-inflationary prosperity for all Americans. I’ve asked Steve to work with me toward future economic growth in our Country.,1.0,[[0.5027658]]
2019,05,02,16,Steve Moore a great pro-growth economist and a truly fine person has decided to withdraw from the Fed process. Steve won the battle of ideas including Tax Cuts....,1.0,[[0.53184832]]
2019,05,01,10,RT @JA_Loans: @dbongino Does he know 90% of the Firemen’s retirement is dependent on the US Economy and invested in US Stock? Do not think…,1.0,[[0.54650354]]
2019,04,30,18,....up like a rocket if we did some lowering of rates like one point and some quantitative easing. Yes we are doing very well at 3.2% GDP but with our wonderfully low inflation we could be setting major records &amp; at the same time make our National Debt start to look small!,1.0,[[0.53141507]]
2019,04,30,17,China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates even though inflation is very low and instituted a very big dose of quantitative tightening. We have the potential to go...,1.0,[[0.52342522]]
2019,04,29,23,Pittsburgh jobless rate hits lowest point since the early 1970s (maybe even better than that) and Sleepy Joe just had his first rally there. Fact is every economic aspect of our Country is the best it has ever been! https://t.co/kWriC0DIuW,1.0,[[0.52022385]]
2019,04,29,14,Sleepy Joe Biden is having his first rally in the Great State of Pennsylvania. He obviously doesn’t know that Pennsylvania is having one of the best economic years in its history with lowest unemployment EVER a now thriving Steel Industry (that was dead) &amp; great future!........,1.0,[[0.58192801]]
2019,04,29,14,I’ll never get the support of Dues Crazy union leadership those people who rip-off their membership with ridiculously high dues medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy tax &amp; reg cuts military etc. WIN!,1.0,[[0.56301952]]
2019,04,29,13,....People are fleeing New York State because of high taxes and yes even oppression of sorts. They didn’t even put up a fight against SALT - could have won. So much litigation. The NRA should leave and fight from the outside of this very difficult to deal with (unfair) State!,0.0,[[0.48528788]]
2019,04,27,22,Great day with Prime Minister @AbeShinzo of Japan. We played a quick round of golf by the beautiful Potomac River while talking Trade and many other subjects. He has now left for Japan and I am on my way to Wisconsin where a very large crowd of friends await! https://t.co/ZvyxJ8sIw2,1.0,[[0.58178577]]
2019,04,26,19,“U.S. Economy Grows 3.2% in Q1 Smashing Expectations” https://t.co/HltPdlkOD0,0.0,[[0.49896634]]
2019,04,26,18,Spoke to Saudi Arabia and others about increasing oil flow. All are in agreement. The California tax on gasoline is causing big problems on pricing for that state. Speak to your Governor about reducing. Economic numbers 3.2% GDP for what is often worst quarter looking good!,1.0,[[0.55746417]]
2019,04,26,14,Just out: Real GDP for First Quarter grew 3.2% at an annual rate. This is far above expectations or projections. Importantly inflation VERY LOW. MAKE AMERICA GREAT AGAIN!,1.0,[[0.53910026]]
2019,04,25,14,RT @GOPChairwoman: If Joe Biden wants to keep score:In 8 years Biden &amp; Obama had a net loss of 193000 manufacturing jobs.In just over…,0.0,[[0.48541404]]
2019,04,25,13,RT @GOPChairwoman: Joe Biden literally can’t hide from the economic successes of @realDonaldTrump’s administration.  Biden chose Pennsylv…,1.0,[[0.50265544]]
2019,04,25,13,RT @GOP: Do you want to go back to a bad economy failed foreign policy and more broken promises? https://t.co/TibOT2Bi5l,0.0,[[0.4461296]]
2019,04,23,22,You mean the Stock Market hit an all-time record high today and they’re actually talking impeachment!? Will I ever be given credit for anything by the Fake News Media or Radical Liberal Dems? NO COLLUSION!,1.0,[[0.50269075]]
2019,04,23,11,The Wall is being rapidly built! The Economy is GREAT! Our Country is Respected again!,1.0,[[0.5406579]]
2019,04,23,11,“Harley Davidson has struggled with Tariffs with the EU currently paying 31%. They’ve had to move production overseas to try and offset some of that Tariff that they’ve been hit with which will rise to 66% in June of 2021.” @MariaBartiromo So unfair to U.S. We will Reciprocate!,0.0,[[0.49458376]]
2019,04,23,10,In the “old days” if you were President and you had a good economy you were basically immune from criticism. Remember “It’s the economy stupid.” Today I have as President perhaps the greatest economy in history...and to the Mainstream Media it means NOTHING. But it will!,1.0,[[0.54720528]]
2019,04,23,09,Paul Krugman of the Fake News New York Times has lost all credibility as has the Times itself with his false and highly inaccurate writings on me. He is obsessed with hatred just as others are obsessed with how stupid he is. He said Market would crash Only Record Highs!,1.0,[[0.51641062]]
2019,04,22,23,RT @MarshaBlackburn: Here’s what #TaxReform has brought to our country: ✅3.2 million new jobs✅A bigger paycheck for ~90% of taxpayers✅Lo…,1.0,[[0.54284828]]
2019,04,22,23,RT @SenKevinCramer: Created under the Tax Cuts and Jobs Act Opportunity Zones help lift low income Americans out of poverty by encouraging…,1.0,[[0.51773315]]
2019,04,22,18,Spoke to the Prime Minister of Italy Giuseppe Conte mostly concerning Immigration Taxes Trade and the Economy of both of our countries. Very good call!,1.0,[[0.54258957]]
2019,04,21,11,Happy Easter! I have never been happier or more content because your Country is doing so well with an Economy that is the talk of the World and may be stronger than it has ever been before. Have a great day!,1.0,[[0.61564994]]
2019,04,21,04,RT @ByronYork: Lotta stuff in the report. From @SecretsBedard: Kushner cleared of seeking Russian money to pay real estate debt. https://t.…,0.0,[[0.49854381]]
2019,04,20,17,RT @IvankaTrump: Wonderful and productive visit to Côte d'Ivoire! #WGDP! 🎥: https://t.co/zzEsYYOyUp,1.0,[[0.51250751]]
2019,04,20,12,United States weekly jobless claims just hit a 50 year low. The economy is doing GREAT!,1.0,[[0.53670276]]
2019,04,17,01,I believe it will be Crazy Bernie Sanders vs. Sleepy Joe Biden as the two finalists to run against maybe the best Economy in the history of our Country (and MANY other great things)! I look forward to facing whoever it may be. May God Rest Their Soul!,1.0,[[0.56981594]]
2019,04,17,01,Bernie Sanders and wife should pay the Pre-Trump Taxes on their almost $600000 in income. He is always complaining about these big TAX CUTS except when it benefits him. They made a fortune off of Trump but so did everyone else - and that’s a good thing not a bad thing!,1.0,[[0.54908016]]
2019,04,15,21,The forgotten voters of the 2016 Election are now doing great. The Steel Industry is rebuilding and expanding at a pace that it hasn’t seen in decades. Our Country has one of the best Economies in many years perhaps ever. Unemployment numbers best in 51 years. Wow!,1.0,[[0.56214001]]
2019,04,14,14,If the Fed had done its job properly which it has not the Stock Market would have been up 5000 to 10000 additional points and GDP would have been well  over 4% instead of 3%...with almost no inflation. Quantitative tightening was a killer should have done the exact opposite!,1.0,[[0.53979254]]
2019,04,14,01,Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Cities. We hereby demand that they be taken care of at the highest level especially by the State of California which is well known or its poor management &amp; high taxes!,1.0,[[0.50520458]]
2019,04,13,12,....extraordinary growth economic success and riches under the leadership of Chairman Kim. I look forward to the day which could be soon when Nuclear Weapons and Sanctions can be removed and then watching North Korea become one of the most successful nations of the World!,1.0,[[0.52811324]]
2019,04,10,2,"RT @IWV: .@POTUS @realDonaldTrump has ""delivered on his promises...He has a background in delivering economically. He's promised to do cert…",1.0,[[0.5125218]]
2019,04,09,11,The World Trade Organization finds that the European Union subsidies to Airbus has adversely impacted the United States which will now put Tariffs on $11 Billion of EU products! The EU has taken advantage of the U.S. on trade for many years. It will soon stop!,0.0,[[0.49545978]]
2019,04,09,4,RT @GOPChairwoman: Our economy is on fire. Jobs are up unemployment is at record lows and wages are still rising. But Democrats would…,1.0,[[0.50433989]]
2019,04,08,12,"RT @cspan: Rep. @Jim_Jordan on President Trump's tax returns: ""There's no law that says they have to be public.""Watch full #Newsmakers in…",1.0,[[0.52734085]]
2019,04,08,12,RT @Jim_Jordan: Dems want President’s tax returns for purely political purposes!Frightening but shouldn’t surprise us—same folks used th…,0.0,[[0.49988694]]
2019,04,08,12,RT @Jim_Jordan: Dem talk:-Abolish ICE-Borderless hemisphere-Walls are immoral-Illegals should vote-Raise taxes@POTUS action:-Regs r…,1.0,[[0.50649219]]
2019,04,08,1,....Mexico must apprehend all illegals and not let them make the long march up to the United States or we will have no other choice than to Close the Border and/or institute Tariffs. Our Country is FULL!,1.0,[[0.50785902]]
2019,04,06,13,“The lowest average jobs number for any President since 1951 4.1%. Economy doing great. If the Democrats win it is all over.” @Varneyco  @foxandfriends  I agree!,1.0,[[0.5382294]]
2019,04,05,23,RT @WhiteHouse: Americans will write our own economic destiny. Never believe the pessimists: Pro-growth pro-worker policies work.America…,1.0,[[0.50438357]]
2019,04,05,16,“America Created 196000 Jobs in March Beating Expectations for 170000” https://t.co/TQ2LecXgfi,1.0,[[0.50791106]]
2019,04,05,16,JOBS! JOBS! JOBS! https://t.co/3tukVpJpzN,1.0,[[0.52372505]]
2019,04,05,13,....This will supersede USMCA. Likewise I am looking at an economic penalty for the 500 Billion Dollars in illegal DRUGS that are shipped and smuggled through Mexico and across our Southern Border. Over 10000 Americans die each year sooo many families destroyed!,1.0,[[0.50841327]]
2019,04,05,13,....However if for any reason Mexico stops apprehending and bringing the illegals back to where they came from the U.S. will be forced to Tariff at 25% all cars made in Mexico and shipped over the Border to us. If that doesn’t work which it will I will close the Border.......,1.0,[[0.50491019]]
2019,04,04,12,Despite the unnecessary and destructive actions taken by the Fed the Economy is looking very strong the China and USMCA deals are moving along nicely there is little or no Inflation and USA optimism is very high!,1.0,[[0.5317775]]
2019,03,29,21,Had the Fed not mistakenly raised interest rates especially since there is very little inflation and had they not done the ridiculously timed quantitative tightening the 3.0% GDP &amp; Stock Market would have both been much higher &amp; World Markets would be in a better place!,1.0,[[0.52120517]]
2019,03,28,12,Very important that OPEC increase the flow of Oil. World Markets are fragile price of Oil getting too high. Thank you!,1.0,[[0.62845755]]
2019,03,26,14,“What we’re seeing on Capital Hill right now is that the Democrats are walking back any charges of Collusion against the President.” @ByronYork  @BillHemmer Should never have been started a disgrace!,1.0,[[0.52033451]]
2019,03,26,02,A team of great champions! https://t.co/Pm5p9L6TaX,1.0,[[0.53936971]]
2019,03,22,16,It is my pleasure to announce that @StephenMoore a very respected Economist will be nominated to serve on the Fed Board. I have known Steve for a long time – and have no doubt he will be an outstanding choice!,1.0,[[0.50563757]]
2019,03,22,10,3.1 GDP FOR THE YEAR BEST NUMBER IN 14 YEARS!,1.0,[[0.5121563]]
2019,03,22,02,RT @GOPChairwoman: You can't deny our economy is roaring: *fastest GDP growth in 13 years *1M more job openings than people looking for…,0.0,[[0.4944598]]
2019,03,22,02,RT @WhiteHouse: Today there are plenty of reasons for that trust. Manufacturing jobs are roaring back. Blue-collar workers are set to make…,1.0,[[0.51262305]]
2019,03,19,21,Amazingly CNN just released a poll at 71% saying that the economy is in the best shape since 2001 18 years! WOW is CNN becoming a believer?,1.0,[[0.510199]]
2019,03,19,13,“You can’t dispel this mood of positive energy.”  @Varneyco  The Economy is Great!,1.0,[[0.53340189]]
2019,03,18,16,GDP growth during the four quarters of 2018 was the fastest since 2005. This Administration is the first on record to have experienced economic growth that meets or exceeds its own forecasts in each of its first two years in office. GROWTH is beating MARKET EXPECTATIONS!,1.0,[[0.51411931]]
2019,03,18,11,....are all coming back to the U.S. So is everyone else. We now have the best Economy in the World the envy of all. Get that big beautiful plant in Ohio open now. Close a plant in China or Mexico where you invested so heavily pre-Trump but not in the U.S.A. Bring jobs home!,1.0,[[0.53318349]]
2019,03,18,11,General Motors and the UAW are going to start “talks” in September/October. Why wait start them now! I want jobs to stay in the U.S.A. and want Lordstown (Ohio) in one of the best economies in our history opened or sold to a company who will open it up fast! Car companies.....,0.0,[[0.45841062]]
2019,03,16,21,Because the economy is so good General Motors must get their Lordstown Ohio plant open maybe in a different form or with a new owner FAST! Toyota is investing 13.5 $Billion in U.S. others likewise. G.M. MUST ACT QUICKLY. Time is of the essence!,1.0,[[0.56267623]]
2019,03,16,19,"RT @WhiteHouse: Sheriff Louderback: ""The sheriffs and men and women of law enforcement in this room and across this nation owe you a debt o…",1.0,[[0.51877634]]
2019,03,14,11,My Administration looks forward to negotiating a large scale Trade Deal with the United Kingdom. The potential is unlimited!,1.0,[[0.51548882]]
2019,03,13,10,I greatly appreciate Nancy Pelosi’s statement against impeachment but everyone must remember the minor fact that I never did anything wrong the Economy and Unemployment are the best ever Military and Vets are great - and many other successes! How do you impeach....,1.0,[[0.55437076]]
2019,03,13,04,So many records being set with respect to our Economy. Unemployment numbers among BEST EVER. A beautiful thing to watch!,1.0,[[0.52286692]]
2019,03,13,03,RT @WhiteHouse: All across America hardworking taxpayers balance their household budgets find ways to do more with less and still manage…,0.0,[[0.48395175]]
2019,03,13,03,RT @IvankaTrump: America’s economy is stronger than ever &amp; women in the workforce are thriving:- Female unemployment reached its       LOW…,1.0,[[0.50383053]]
2019,03,11,14,RT @GOPChairwoman: .@realDonaldTrump made history by including a national paid family leave proposal in a presidential budget.This invest…,1.0,[[0.50754445]]
2019,03,10,12,Despite the most hostile and corrupt media in the history of American politics the Trump Administration has accomplished more in its first two years than any other Administration. Judges biggest Tax &amp; Regulation Cuts V.A. Choice Best Economy Lowest Unemployment &amp; much more!,1.0,[[0.50863851]]
2019,03,10,5,"RT @WhiteHouse: “Public optimism in their personal economy has hit a 16-year high under President Trump.""“The job market doesn’t get much…",1.0,[[0.52204127]]
2019,03,10,4,RT @WhiteHouse: Economic security is national security. That's the principle at work as President @realDonaldTrump helps our veterans tra…,1.0,[[0.50737945]]
2019,03,10,4,RT @GOPChairwoman: Since the mainstream media doesn’t cover the booming @realDonaldTrump economy enough:-Wage growth just hit 3.4% – the…,1.0,[[0.50878822]]
2019,03,09,21,I hope the grandstanding Governor of California is able to spend his very highly taxed citizens money on asylum holds more efficiently than money has been spent on the so-called Fast Train which is $Billions over budget &amp; in total disarray. Time to reduce taxes in California!,0.0,[[0.49035042]]
2019,03,08,22,RT @IvankaTrump: Happy International Women’s Day! #IWD2019 #WGDP @USAID @WhiteHouse https://t.co/DOX6vGeCZd,1.0,[[0.56674273]]
2019,03,08,21,RT @cvpayne: Jobs Report:  Most Important HighlightNon-Supervisory Wages continue to surge and outpace overall wage increasesThis is amaz…,1.0,[[0.52280989]]
2019,03,08,20,Aluminum prices are down 12% since I instituted Tariffs on Aluminum Dumping - and the U.S. will be taking in Billions plus jobs. Nice!,1.0,[[0.51949817]]
2019,03,08,20,"RT @paulsperry_: Cohen claimed his shady father-in-law's ""in the clothing business"" when in fact he's loan shark in same taxicab medallion…",1.0,[[0.52977658]]
2019,03,08,13,“This is as good a time as I can remember to be an American Worker. We have the strongest economy in the world.”  Stuart Varney @foxandfriends  So true!,1.0,[[0.5320431]]
2019,03,07,14,It was not a campaign contribution and there were no violations of the campaign finance laws by me. Fake News!,1.0,[[0.50008432]]
2019,03,07,0,Wall Street Journal: “More migrant families crossing into the U.S. illegally have been arrested in the first five months of the federal fiscal year than in any prior full year.” We are doing a great job at the border but this is a National Emergency!,1.0,[[0.5505384]]
2019,03,05,20,....Scott has helped us to lower drug prices get a record number of generic drugs approved and onto the market and so many other things. He and his talents will be greatly missed!,0.0,[[0.46678449]]
2019,03,01,23,I have asked China to immediately remove all Tariffs on our agricultural products (including beef pork etc.) based on the fact that we are moving along nicely with Trade discussions....,1.0,[[0.517938]]
2019,03,01,23,....and I did not increase their second traunch of Tariffs to 25% on March 1st. This is very important for our great farmers - and me!,1.0,[[0.52997539]]
2019,03,01,13,Oh’ I see! Now that the 2 year Russian Collusion case has fallen apart there was no Collusion except bye Crooked Hillary and the Democrats they say “gee I have an idea let’s look at Trump’s finances and every deal he has ever done. Let’s follow discredited Michael Cohen.....,1.0,[[0.57612971]]
2019,02,27,09,All false reporting (guessing) on my intentions with respect to North Korea. Kim Jong Un and I will try very hard to work something out on Denuclearization &amp; then making North Korea an Economic Powerhouse. I believe that China Russia Japan &amp; South Korea will be very helpful!,0.0,[[0.48709862]]
2019,02,27,09,Fiat Chrysler will be adding more than 6500 JOBS in Michigan (Detroit area) doubling its hourly workforce as part of a 4.5 Billion Dollar investment. Thank you Fiat Chrysler. They are all coming back to the USA it’s where the action is!,1.0,[[0.62965097]]
2019,02,25,20,China Trade Deal (and more) in advanced stages. Relationship between our two Countries is very strong. I have therefore agreed to delay U.S. tariff hikes. Let’s see what happens?,1.0,[[0.52498833]]
2019,02,25,12,Meeting for breakfast with our Nation’s Governors - then off to Vietnam for a very important Summit with Kim Jong Un. With complete Denuclearization North Korea will rapidly become an Economic Powerhouse. Without it just more of the same. Chairman Kim will make a wise decision!,1.0,[[0.50199103]]
2019,02,25,11,RT @IvankaTrump: This Admin is committed to ensuring more Americans have the skills needed to secure better jobs in our strong economy.  I…,1.0,[[0.51541598]]
2019,02,25,11,Be nice if Spike Lee could read his notes or better yet not have to use notes at all when doing his racist hit on your President who has done more for African Americans (Criminal Justice Reform Lowest Unemployment numbers in History Tax Cutsetc.) than almost any other Pres!,1.0,[[0.52987884]]
2019,02,24,22,....productive talks I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both sides make additional progress we will be planning a Summit for President Xi and myself at Mar-a-Lago to conclude an agreement. A very good weekend for U.S. &amp; China!,1.0,[[0.55698884]]
2019,02,24,22,I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important structural issues including intellectual property protection technology transfer agriculture services currency and many other issues. As a result of these very......,0.0,[[0.4651903]]
2019,02,24,13,Chairman Kim realizes perhaps better than anyone else that without nuclear weapons his country could fast become one of the great economic powers anywhere in the World. Because of its location and people (and him) it has more potential for rapid growth than any other nation!,1.0,[[0.53361998]]
2019,02,24,12,Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi Vietnam early tomorrow for a Summit with Kim Jong Un of North Korea where we both expect a continuation of the progress made at first Summit in Singapore. Denuclearization?,1.0,[[0.51563139]]
2019,02,19,12,Had the opposition party (no not the Media) won the election the Stock Market would be down at least 10000 points by now. We are heading up up up!,1.0,[[0.50859664]]
2019,02,18,12,....There is a lot of explaining to do to the millions of people who had just elected a president who they really like and who has done a great job for them with the Military Vets Economy and so much more. This was the illegal and treasonous “insurance policy” in full action!,1.0,[[0.55260356]]
2019,02,17,12,Nothing funny about tired Saturday Night Live on Fake News NBC! Question is how do the Networks get away with these total Republican hit jobs without retribution? Likewise for many other shows? Very unfair and should be looked into. This is the real Collusion!,1.0,[[0.52082125]]
2019,02,17,12,Important meetings and calls on China Trade Deal and more today with my staff. Big progress being made on soooo many different fronts! Our Country has such fantastic potential for future growth and greatness on an even higher level!,1.0,[[0.55402784]]
2019,02,17,00,Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings with me at Mar-a-Lago giving the details. In the meantime Billions of Dollars are being paid to the United States by China in the form of Trade Tariffs!,1.0,[[0.51058342]]
2019,02,13,15,The Gallup Poll just announced that 69% of our great citizens expect their finances to improve next year a 16 year high. Nice!,1.0,[[0.55412538]]
2019,02,10,18,....The fact is when I took over as President our Country was a mess. Depleted Military Endless Wars a potential War with North Korea V.A. High Taxes &amp; too many Regulations Border Immigration &amp; HealthCare problems &amp; much more. I had no choice but to work very long hours!,0.0,[[0.49571725]]
2019,02,10,16,It was a very bad week for the Democrats with the GREAT economic numbers The Virginia disaster and the State of the Union address. Now with the terrible offers being made by them to the Border Committee I actually believe they want a Shutdown. They want a new subject!,1.0,[[0.5072624]]
2019,02,09,14,We have a great economy DESPITE the Obama Administration and all of its job killing Regulations and Roadblocks. If that thinking prevailed in the 2016 Election the U.S. would be in a Depression right now! We were heading down and don’t let the Democrats sound bites fool you!,1.0,[[0.55359073]]
2019,02,09,0,North Korea under the leadership of Kim Jong Un will become a great Economic Powerhouse. He may surprise some but he won’t surprise me because I have gotten to know him &amp; fully understand how capable he is. North Korea will become a different kind of Rocket - an Economic one!,1.0,[[0.55118944]]
2019,02,07,23,Today it was my great honor to sign a Presidential Memorandum launching the Women’s Global Development and Prosperity Initiative. #WGDP Read more: https://t.co/qr3jevdayp https://t.co/HyIPPm4Q7b,1.0,[[0.54284436]]
2019,02,01,19,"RT @WhiteHouse: ""We added 304000 jobs which was a shocker to a lot of people. It wasn't a shocker to me."" https://t.co/hHzogMtXG5",1.0,[[0.55401746]]
2019,02,01,15,JOBS JOBS JOBS! https://t.co/29dViqkEV7,1.0,[[0.52372505]]
2019,02,01,14,Best January for the DOW in over 30 years. We have by far the strongest economy in the world!,1.0,[[0.51441941]]
2019,01,31,14,Looking for China to open their Markets not only to Financial Services which they are now doing but also to our Manufacturing Farmers and other U.S. businesses and industries. Without this a deal would be unacceptable!,1.0,[[0.52131892]]
2019,01,31,13,Democrats are becoming the Party of late term abortion high taxes Open Borders and Crime!,0.0,[[0.49809418]]
2019,01,31,12,....China’s representatives and I are trying to do a complete deal leaving NOTHING unresolved on the table. All of the many problems are being discussed and will be hopefully resolved. Tariffs on China increase to 25% on March 1st so all working hard to complete by that date!,0.0,[[0.4955051]]
2019,01,31,12,China’s top trade negotiators are in the U.S. meeting with our representatives. Meetings are going well with good intent and spirit on both sides. China does not want an increase in Tariffs and feels they will do much better if they make a deal. They are correct. I will be......,0.0,[[0.47656269]]
2019,01,30,13,....a source of potential danger and conflict. They are testing Rockets (last week) and more and are coming very close to the edge. There economy is now crashing which is the only thing holding them back. Be careful of Iran. Perhaps Intelligence should go back to school!,0.0,[[0.48265262]]
2019,01,30,04,“Our economy right now is the Gold Standard throughout the World.” @IngrahamAngle  So true and not even close!,0.0,[[0.49730843]]
2019,01,28,13,Tariffs on the “dumping” of Steel in the United States have totally revived our Steel Industry. New and expanded plants are happening all over the U.S. We have not only saved this important industry but created many jobs. Also billions paid to our treasury. A BIG WIN FOR U.S.,1.0,[[0.52802844]]
2019,01,28,01,After all that I have done for the Military our great Veterans Judges (99) Justices (2) Tax &amp; Regulation Cuts the Economy Energy Trade &amp; MUCH MORE does anybody really think I won’t build the WALL? Done more in first two years than any President! MAKE AMERICA GREAT AGAIN!,1.0,[[0.57010092]]
2019,01,25,03,Great earnings coming out of Stock Market. Too bad Media doesn’t devote much time to this!,1.0,[[0.51579315]]
2019,01,24,11,The economy is doing great. More people working in U.S.A. today than at any time in our HISTORY. Media barely covers! @foxandfriends,1.0,[[0.53496464]]
2019,01,22,15,The United States has a great economic story to tell. Number one in the World by far!,1.0,[[0.53755231]]
2019,01,21,21,China posts slowest economic numbers since 1990 due to U.S. trade tensions and new policies. Makes so much sense for China to finally do a Real Deal and stop playing around!,1.0,[[0.50363398]]
2019,01,21,00,RT @BudgetGOP: TODAY - @SenatorEnzi Welcomed new @BudgetGOP members @SenatorBraun @SenRickScott and @SenKevinCramer https://t.co/yL31HsHXm…,1.0,[[0.54094059]]
2019,01,20,13,Nancy Pelosi and some of the Democrats turned down my offer yesterday before I even got up to speak. They don’t see crime &amp; drugs they only see 2020 - which they are not going to win. Best economy! They should do the right thing for the Country &amp; allow people to go back to work.,1.0,[[0.51179788]]
2019,01,20,12,Always heard that as President “it’s all about the economy!” Well we have one of the best economies in the history of our Country. Big GDP lowest unemployment companies coming back to the U.S. in BIG numbers great new trade deals happening &amp; more. But LITTLE media mention!,1.0,[[0.58124771]]
2019,01,19,12,The Economy is one of the best in our history with unemployment at a 50 year low and the Stock Market ready to again break a record (set by us many times) - &amp; all you heard yesterday based on a phony story was Impeachment. You want to see a Stock Market Crash Impeach Trump!,1.0,[[0.52048043]]
2019,01,18,15,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,1.0,[[0.54151846]]
2019,01,18,01,RT @realDonaldTrump: For decades politicians promised to secure the border fix our trade deals bring back our factories get tough on Ch…,1.0,[[0.50412249]]
2019,01,15,12,Just announced that Veterans unemployment has reached an 18 year low really good news for our Vets and their families. Will soon be an all time low! Do you think the media will report on this and all of the other great economic news?,1.0,[[0.55790085]]
2019,01,14,22,For decades politicians promised to secure the border fix our trade deals bring back our factories get tough on China move the Embassy to Jerusalem make NATO pay their fair share and so much else - only to do NOTHING (or worse)....,0.0,[[0.48892695]]
2019,01,14,22,Spoke w/ President Erdogan of Turkey to advise where we stand on all matters including our last two weeks of success in fighting the remnants of ISIS and 20 mile safe zone. Also spoke about economic development between the U.S. &amp; Turkey - great potential to substantially expand!,1.0,[[0.55118814]]
2019,01,14,12,RT @GOPChairwoman: Economic policies that @realDonaldTrump and @IvankaTrump have championed are producing some fantastic results for Americ…,1.0,[[0.50796474]]
2019,01,13,22,Starting the long overdue pullout from Syria while hitting the little remaining ISIS territorial caliphate hard and from many directions. Will attack again from existing nearby base if it reforms. Will devastate Turkey economically if they hit Kurds. Create 20 mile safe zone....,1.0,[[0.50691153]]
2019,01,11,23,Drug prices declined in 2018 the first time in nearly half a century. During the first 19 months of my Administration Americans saved $26 Billion on prescription drugs. Our policies to get cheaper generic drugs to market are working!,1.0,[[0.51131286]]
2019,01,11,12,I often said during rallies with little variation that “Mexico will pay for the Wall.” We have just signed a great new Trade Deal with Mexico. It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over!,1.0,[[0.54786027]]
2019,01,10,18,Because of the Democrats intransigence on Border Security and the great importance of Safety for our Nation I am respectfully cancelling my very important trip to Davos Switzerland for the World Economic Forum. My warmest regards and apologies to the @WEF!,1.0,[[0.53658336]]
